NDat,NTaxDat,NChrDat,NRefDat,NCstDat,ValDat,MinDat,MaxDat,NotesDat,NDacDat,NRankDat,NDqsDat,NUsrcrDat,DcrDat,NUsrupDat,DupDat,DeleteDat,NUsrdelDat,DdelDat,PseudoDat,HistoryDat
396148,Pinguicula alpina,100. Floral structural sex (D1),Molau 1993 (NordJBot),100. Floral structural sex (D1): (0) bisexual,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 100. Floral structural sex (D1): (0) bisexual [Molau 1993, Sylvain Glémin, 25/02/2022]"
396149,Pinguicula alpina,4. Plant sexual system (D1),Molau 1993 (NordJBot),4. Plant sexual system (D1): (0) bisexual,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 4. Plant sexual system (D1): (0) bisexual [Molau 1993, Sylvain Glémin, 25/02/2022]"
396150,Pinguicula alpina,90. Pollination syndrome (D1),Molau 1993 (NordJBot),90. Pollination syndrome (D1): (7) fly,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 90. Pollination syndrome (D1): (7) fly [Molau 1993, Sylvain Glémin, 25/02/2022]"
396151,Pinguicula alpina,239. Main color of perianth at anthesis (D1),Molau 1993 (NordJBot),239. Main color of perianth at anthesis (D1): (3) white,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 239. Main color of perianth at anthesis (D1): (3) white [Molau 1993, Sylvain Glémin, 25/02/2022]"
396152,Pinguicula alpina,81. Pollen/ovule ratio (C1),Molau 1993 (NordJBot),,800,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 81. Pollen/ovule ratio (C1): 800.0 [Molau 1993, Sylvain Glémin, 25/02/2022]"
396153,Pinguicula alpina,83. Self-incompatibility system (genetic) (D1),Molau 1993 (NordJBot),83. Self-incompatibility system (genetic) (D1): (0) self-compatible,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 83. Self-incompatibility system (genetic) (D1): (0) self-compatible [Molau 1993, Sylvain Glémin, 25/02/2022]"
396154,Pinguicula alpina,82. Autonomous selfing (D1),Molau 1993 (NordJBot),82. Autonomous selfing (D1): (2) no,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,Sylvain Glémin,25-Feb-22,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 82. Autonomous selfing (D1): (0) yes [Molau 1993, Sylvain Glémin, 25/02/2022]_x000D_[Updated by Sylvain Glémin on 25/02/2022] Pinguicula alpina / 82. Autonomous selfing (D1): (2) no [Molau 1993, Sylv"
396155,Erythroxylum laurifolium,102. Ovary position (D1),Pailler et al 1998 (PlantSystEvol),102. Ovary position (D1): (0) superior,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 102. Ovary position (D1): (0) superior [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396156,Erythroxylum laurifolium,239. Main color of perianth at anthesis (D1),Pailler et al 1998 (PlantSystEvol),239. Main color of perianth at anthesis (D1): (3) white,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 239. Main color of perianth at anthesis (D1): (3) white [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396157,Erythroxylum laurifolium,107. Floral reward (D1),Pailler et al 1998 (PlantSystEvol),107. Floral reward (D1): (2) nectar,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 107. Floral reward (D1): (2) nectar [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396158,Erythroxylum laurifolium,107. Floral reward (D1),Pailler et al 1998 (PlantSystEvol),107. Floral reward (D1): (7) perfume,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 107. Floral reward (D1): (7) perfume [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396159,Erythroxylum laurifolium,95. Dispersal syndrome (D1),Pailler et al 1998 (PlantSystEvol),95. Dispersal syndrome (D1): (2) endo-zoochory,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 95. Dispersal syndrome (D1): (2) endo-zoochory [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396160,Erythroxylum laurifolium,15562. Fruit fleshiness (D1),Pailler et al 1998 (PlantSystEvol),15562. Fruit fleshiness (D1): (0) fleshy,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 15562. Fruit fleshiness (D1): (0) fleshy [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396161,Erythroxylum laurifolium,20503. Fruit color (D1),Pailler et al 1998 (PlantSystEvol),20503. Fruit color (D1): (0) red,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 20503. Fruit color (D1): (0) red [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396162,Erythroxylum laurifolium,108. Herkogamy (D1),Pailler et al 1998 (PlantSystEvol),108. Herkogamy (D1): (2) distyly,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 108. Herkogamy (D1): (2) distyly [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396163,Erythroxylum laurifolium,83. Self-incompatibility system (genetic) (D1),Pailler et al 1998 (PlantSystEvol),83. Self-incompatibility system (genetic) (D1): (3) undetermined self-incompatible,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 83. Self-incompatibility system (genetic) (D1): (3) undetermined self-incompatible [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396164,Erythroxylum laurifolium,4. Plant sexual system (D1),Pailler et al 1998 (PlantSystEvol),4. Plant sexual system (D1): (0) bisexual,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 4. Plant sexual system (D1): (0) bisexual [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396165,Erythroxylum laurifolium,1. Habit (D1),Pailler et al 1998 (PlantSystEvol),1. Habit (D1): (1) shrub,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 1. Habit (D1): (1) shrub [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396166,Erythroxylum laurifolium,1. Habit (D1),Pailler et al 1998 (PlantSystEvol),1. Habit (D1): (0) tree,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 1. Habit (D1): (0) tree [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396167,Erythroxylum laurifolium,5. Life history (D1),Pailler et al 1998 (PlantSystEvol),5. Life history (D1): (4) polycarpic perennial,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 5. Life history (D1): (4) polycarpic perennial [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396168,Erythroxylum laurifolium,100. Floral structural sex (D1),Pailler et al 1998 (PlantSystEvol),100. Floral structural sex (D1): (0) bisexual,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 100. Floral structural sex (D1): (0) bisexual [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396169,Erythroxylum laurifolium,2. Maximum vertical height (C1),Pailler et al 1998 (PlantSystEvol),,,2,7,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 2. Maximum vertical height (C1): 2.0-7.0 [Pailler et al 1998, Sylvain Glémin, 25/02/2022]"
396170,Erythroxylum laurifolium,20500. Fruit length (C1),PlantNET 2022 (website),,,1,2,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 20500. Fruit length (C1): 1.0-2.0 [PlantNET 2022, Sylvain Glémin, 25/02/2022]"
396171,Erythroxylum laurifolium,301. Number of fertile stamens (C1),PlantNET 2022 (website),,10,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Erythroxylum laurifolium / 301. Number of fertile stamens (C1): 10 [PlantNET 2022, Sylvain Glémin, 25/02/2022]"
396172,Trithuria submersa,83. Self-incompatibility system (genetic) (D1),Taylor et al 2010 (AnnBot),83. Self-incompatibility system (genetic) (D1): (0) self-compatible,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 83. Self-incompatibility system (genetic) (D1): (0) self-compatible [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396173,Trithuria submersa,80. Phenotypic mating system (D1),Taylor et al 2010 (AnnBot),80. Phenotypic mating system (D1): (0) (predominantly) selfing,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 80. Phenotypic mating system (D1): (0) (predominantly) selfing [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396174,Trithuria submersa,82. Autonomous selfing (D1),Taylor et al 2010 (AnnBot),82. Autonomous selfing (D1): (0) yes,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 82. Autonomous selfing (D1): (0) yes [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396175,Trithuria submersa,1. Habit (D1),Taylor et al 2010 (AnnBot),1. Habit (D1): (5) aquatic herb,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 1. Habit (D1): (5) aquatic herb [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396176,Trithuria submersa,4. Plant sexual system (D1),Taylor et al 2010 (AnnBot),4. Plant sexual system (D1): (0) bisexual,,,,Both monoecious and bisexual unit,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 4. Plant sexual system (D1): (0) bisexual [Taylor et al 2010, Sylvain Glémin, 25/02/2022] {Both monoecious and bisexual unit}"
396177,Trithuria submersa,5. Life history (D1),Taylor et al 2010 (AnnBot),5. Life history (D1): (0) annual,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 5. Life history (D1): (0) annual [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396178,Trithuria submersa,90. Pollination syndrome (D1),Taylor et al 2010 (AnnBot),90. Pollination syndrome (D1): (0) wind,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 90. Pollination syndrome (D1): (0) wind [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396179,Trithuria submersa,90. Pollination syndrome (D1),Taylor et al 2010 (AnnBot),90. Pollination syndrome (D1): (1) water,,,,hydrophyly possible,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 90. Pollination syndrome (D1): (1) water [Taylor et al 2010, Sylvain Glémin, 25/02/2022] {hydrophyly possible}"
396180,Trithuria submersa,104. Flower diameter (C1),Taylor et al 2010 (AnnBot),,1,,,,seen explicitly on the illustration,species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 104. Flower diameter (C1): 1.0 [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396181,Trithuria submersa,81. Pollen/ovule ratio (C1),Taylor et al 2010 (AnnBot),,24,,,,seen explicitly on the illustration,species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 81. Pollen/ovule ratio (C1): 24.0 [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396183,Trithuria submersa,207. Symmetry of perianth (D1),Taylor et al 2010 (AnnBot),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,seen explicitly on the illustration,species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric) [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396184,Trithuria submersa,109. Dichogamy (D1),Taylor et al 2010 (AnnBot),109. Dichogamy (D1): (0) absent,,,,,seen explicitly on the illustration,species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 109. Dichogamy (D1): (0) absent [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396185,Trithuria submersa,239. Main color of perianth at anthesis (D1),Taylor et al 2010 (AnnBot),239. Main color of perianth at anthesis (D1): (3) white,,,,,seen explicitly on the illustration,species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 239. Main color of perianth at anthesis (D1): (3) white [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396186,Trithuria submersa,239. Main color of perianth at anthesis (D1),Taylor et al 2010 (AnnBot),239. Main color of perianth at anthesis (D1): (7) red,,,,red lines,seen explicitly on the illustration,species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 239. Main color of perianth at anthesis (D1): (7) red [Taylor et al 2010, Sylvain Glémin, 25/02/2022] {red lines}"
396187,Trithuria submersa,95. Dispersal syndrome (D1),Taylor et al 2010 (AnnBot),95. Dispersal syndrome (D1): (0) unassisted dispersal,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,Sylvain Glémin,25-Feb-22,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 95. Dispersal syndrome (D1): (0) unassisted dispersal [Taylor et al 2010, Sylvain Glémin, 25/02/2022]_x000D_[Updated by Sylvain Glémin on 25/02/2022] Trithuria submersa / 95. Dispersal syndrome (D1)"
396188,Trithuria submersa,15561. Fruit dehiscence (D1),Taylor et al 2010 (AnnBot),15561. Fruit dehiscence (D1): (0) dehiscent,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,Sylvain Glémin,25-Feb-22,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 15561. Fruit dehiscence (D1): (0) dehiscent [Taylor et al 2010, Sylvain Glémin, 25/02/2022]_x000D_[Updated by Sylvain Glémin on 25/02/2022] Trithuria submersa / 15561. Fruit dehiscence (D1): (0) deh"
396189,Trithuria submersa,2. Maximum vertical height (C1),Taylor et al 2010 (AnnBot),,,0.05,0.1,,guessed from the illustration,species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Trithuria submersa / 2. Maximum vertical height (C1): 0.1 [Taylor et al 2010, Sylvain Glémin, 25/02/2022]"
396192,Nothapodytes nimmoniana,4. Plant sexual system (D1),Hombe Gowda et al 2002 (CurrSci),4. Plant sexual system (D1): (8) polygamous,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,Sylvain Glémin,25-Feb-22,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 4. Plant sexual system (D1): (8) polygamous [Shivaprakash et al 2014, Sylvain Glémin, 25/02/2022]_x000D_[Updated by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 4. Plant sexual syste"
396193,Nothapodytes nimmoniana,1. Habit (D1),Hombe Gowda et al 2002 (CurrSci),1. Habit (D1): (0) tree,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 1. Habit (D1): (0) tree [Hombe Gowda et al 2002, Sylvain Glémin, 25/02/2022]"
396194,Nothapodytes nimmoniana,100. Floral structural sex (D1),Hombe Gowda et al 2002 (CurrSci),100. Floral structural sex (D1): (2) unisexual,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,Sylvain Glémin,25-Feb-22,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 100. Floral structural sex (D1): (2) unisexual [Hombe Gowda et al 2002, Sylvain Glémin, 25/02/2022]_x000D_[Updated by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 100. Floral structu"
396195,Nothapodytes nimmoniana,100. Floral structural sex (D1),Hombe Gowda et al 2002 (CurrSci),100. Floral structural sex (D1): (0) bisexual,,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,Sylvain Glémin,25-Feb-22,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 100. Floral structural sex (D1): (0) bisexual [Hombe Gowda et al 2002, Sylvain Glémin, 25/02/2022]_x000D_[Updated by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 100. Floral structur"
396196,Nothapodytes nimmoniana,5. Life history (D1),Hombe Gowda et al 2002 (CurrSci),5. Life history (D1): (2) perennial (undetermined),,,,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 5. Life history (D1): (2) perennial (undetermined) [Hombe Gowda et al 2002, Sylvain Glémin, 25/02/2022]"
396197,Nothapodytes nimmoniana,103. Flower length (C1),Hombe Gowda et al 2002 (CurrSci),,,0.7,0.9,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 103. Flower length (C1): 0.7-0.9 [Hombe Gowda et al 2002, Sylvain Glémin, 25/02/2022]"
396198,Nothapodytes nimmoniana,104. Flower diameter (C1),Hombe Gowda et al 2002 (CurrSci),,,0.7,0.9,,explicit from the text (described as such),species,,Sylvain Glémin,25-Feb-22,,,0,,,0,"[Created by Sylvain Glémin on 25/02/2022] Nothapodytes nimmoniana / 104. Flower diameter (C1): 0.7-0.9 [Hombe Gowda et al 2002, Sylvain Glémin, 25/02/2022]"
